DISCIPL,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
BOT,AZALEA PATH ARBORETUM AND BOTANICAL GARDENS,AZALEA PATH ARBORETUM AND BOTANICAL GARDENS INC,1502 N COUNTY ROAD 825 W,IN,47640, ,HTTP://AZALEAPATHARBORETUM.ORG,18843,-87.42952,38.44349,1502 N COUNTY ROAD 825 W
BOT,ZION NATURE CENTER,FRIENDS OF ZION NATURE CENTER,690 BEECH ST,IN,46077,3178738950, , ,-86.26865,39.95376,690 BEECH ST
ART,MIDWEST MUSEUM OF AMERICAN ART FOUNDATION,MIDWEST MUSEUM OF AMERICAN ART FOUNDATION,429 S MAIN ST,IN,46516,5742936660,HTTP://MIDWESTMUSEUM.US,685057,-85.97172,41.68355,429 S MAIN ST
HST,LOGANSPORT & EEL RIVER RAILROAD MUSEUM,LOGANSPORT & EEL RIVER RAILROAD MUSEUM INC,PO BOX 192,IN,46947,5747213100, ,0,-86.35425,40.76741,PO BOX 192
CMU,TERRE HAUTE CHILDREN'S MUSEUM,TERRE HAUTE CHILDRENS MUSEUM INC,727 WABASH AVE,IN,47807,8122355548, ,641900,-87.40668,39.46639,727 WABASH AVE
HST,CIRCUS MODEL BUILDERS MUSEUM,CIRCUS MODEL BUILDERS MUSEUM INC,30768 CIRCUS LN,IN,46970,7654727553, ,0,-86.01213,40.75053,3076 EAST CIRCUS LANE
HST,MUSEUM OF 20TH CENTURY WARFARE,MUSEUM OF 20TH CENTURY WARFARE INC,PO BOX 501277,IN,46250,3176076161, ,0,-86.06741,39.90687,FORT HARRISON STATE PARK HISTORIC CAMP GLENN BUILDING 711
SCI,UNITED WAY OF GREATER LA PORTE COUNTY,UNITED WAY OF GREATER LAPORTE COUNTY INC,115 E 4TH ST,IN,46350,2192103534,HTTP://WWW.UNITEDWAYLPC.ORG/,1005698,-86.90216,41.71833,115 E 4TH ST
ART,SOUTH BEND MUSEUM OF ART,SOUTH BEND MUSEUM OF ART INC,120 SSTJOSEPH ST,IN,46601, ,HTTP://WWW.SOUTHBENDART.ORG,1001785,-86.24865,41.67548,120 S SAINT JOSEPH ST
ART,INDIANAPOLIS MUSEUM OF ART,INDIANAPOLIS MUSEUM OF ART INC,4000 MICHIGAN RD,IN,46208,3179202662,HTTP://WWW.IMAMUSEUM.ORG,22919525,-86.18258,39.82828,4000 MICHIGAN RD
CMU,CHILDREN'S MUSEUM OF INDIANAPOLIS,CHILDRENS MUSEUM OF INDIANAPOLIS INCORPORATED,3000 N MERIDIAN ST,IN,46208,3173344000, ,32674824,-86.15679,39.81017,3000 N MERIDIAN ST
ART,EVANSVILLE MUSEUM OF ARTS AND SCIENCE,EVANSVILLE MUSEUM OF ARTS AND SCIENCE,411 SE RIVERSIDE DR,IN,47713,8124252406,HTTP://WWW.EMUSEUM.ORG,1462189,-87.57294,37.96585,411 SE RIVERSIDE DR
ART,FORT WAYNE MUSEUM OF ART,FORT WAYNE MUSEUM OF ART INC,311 E MAIN ST,IN,46802,2604226467,HTTP://WWW.FWMOA.ORG,1864805,-85.13687,41.08084,311 E MAIN ST
BOT,HAYES REGIONAL ARBORETUM,STANLEY W HAYES RESEARCH FOUNDATION INCORPORATED,801 ELKS RD,IN,47374,7659623745, , ,-84.85136,39.83885,801 ELKS RD
ZAW,INDIANAPOLIS ZOOLOGICAL SOCIETY,INDIANAPOLIS ZOOLOGICAL SOCIETY INC,1200 W WASHINGTON ST,IN,46222,3176302001, ,32383877,-86.13791,39.76705,1200 W WASHINGTON ST
ART,SHELDON SWOPE ART MUSEUM,SHELDON SWOPE ART MUSEUM INC,25 S 7TH ST,IN,47807,8122381676, ,424048,-87.40712,39.46615,25 S 7TH ST
ZAW,POTAWATOMI ZOO,POTAWATOMI ZOOLOGICAL SOCIETY INC,500 S GREENLAWN AVE,IN,46615,5742884639, ,891388,-86.22071,41.67136,500 S GREENLAWN AVE
CMU,MUNCIE CHILDREN'S MUSEUM,MUNCIE CHILDRENS MUSEUM INC,515 S HIGH ST,IN,47308,7652861660, ,384585,-85.38778,40.19012,515 S HIGH ST
HST,GRISSOM AIR MUSEUM,HERITAGE MUSEUM FOUNDATION AT GRISSOM AIR FORCE BASE INDIAN,1000 W HOOSIER BLVD,IN,46970,7656898011,HTTP://WWW.GRISSOMAIRMUSEUM.COM,146082,-86.13558,40.66695,1000 W HOOSIER BLVD
HST,ROPKEY ARMOR MUSEUM,ROPKEY ARMOR MUSEUM INC,5649 E CR 150 N,IN,47933,7657940238,HTTP://WWW.ROPKEYARMORMUSEUM.COM,106325,-86.90311,40.03383,5649 E CR 150 N
HST,INDIANA MILITARY MUSEUM,INDIANA MILITARY MUSEUM INC,PO BOX 977,IN,47591,8128821941,HTTP://INDIANAMILITARYMUSEUM.NET/,128376,-87.53855,38.67154,715 SOUTH 6TH STREET
HST,HOOSIER VALLEY RAILROAD MUSEUM,HOOSIER VALLEY RAILROAD MUSEUM INC,PO BOX 75,IN,46366,5748963950,HTTP://WWW.HOOSIERVALLEY.ORG,152640,-86.77337,41.21868,507 MULBERRY ST
HST,PARADISE SPRINGS,PARADISE SPRINGS INC,PO BOX 353,IN,46992,2605637171, ,0,-85.82988,40.78497,351 EAST MARKET STREE
HST,CARNEGIE CENTER FOR ART & HISTORY,CARNEGIE CENTER FOR ART & HISTORY INC,201 E SPRING ST,IN,47150,8129447336,HTTP://WWW.CARNEGIECENTER.ORG,26935,-85.82185,38.2865,201 E SPRING ST
HST,MCCLAIN MUSEUM,MCCLAIN MUSEUM INC,2330 CRYSTAL ST,IN,46012,7656498265, ,56059,-85.67426,40.13947,2330 CRYSTAL ST
HST,JIMTOWN HISTORICAL MUSEUM,JIMTOWN HISTORICAL MUSEUM INC,59710 CR 3,IN,46517,5745223362, ,0,-86.02444,41.62733,59710 COUNTY ROAD 3
HST,HAYDEN HISTORICAL MUSEUM,HAYDEN HISTORICAL MUSEUM INC,PO BOX 58,IN,47245,8125928445, ,0,-85.73948,38.97982,6715 W COUNTY ROAD 20 S
HST,GRUENEWALD HISTORIC HOUSE,GRUENEWALD HISTORIC HOUSE INC,626 MAIN ST,IN,46016,7656486875,HTTP://GRUENEWALDHOUSE.NET,0,-85.67811,40.10878,626 MAIN ST
ART,NATIONAL ART MUSEUM OF SPORT,NATIONAL ART MUSEUM OF SPORT INC,850 W MICHIGAN ST,IN,46202,3172743627, ,106646,-86.15792,39.77369,PO BOX 441155
HST,SYRACUSE-WAWASEE HISTORICAL MUSEUM,SYRACUSE-WAWASEE HISTORICAL MUSEUM INC,1013 N LONG DR,IN,46567,5744573599, ,20602,-85.75007,41.4314,1013 N LONG DR
HST,MID-AMERICA WINDMILL MUSEUM,KENDALLVILLE WINDMILL MUSEUM AND HISTORICAL SOCIETY INC,PO BOX 5048,IN,46755,2603472334,HTTP://WWW.MIDAMERICAWINDMILLMUSEUM.ORG/,43650,-85.23225,41.43501,732 S ALLEN CHAPEL RD
ART,COLUMBUS MUSEUM OF ART AND DESIGN,COLUMBUS MUSEUM OF ART AND DESIGN INC,300 WASHINGTON ST,IN,47201,8123762537,HTTP://WWW.CMADART.ORG/,23358,-85.92097,39.20269,417 WASHINGTON STREET
BOT,SOUTHERN INDIANA BOTANICAL SOCIETY,SOUTHERN INDIANA BOTANICAL SOCIETY INC,PO BOX 311,IN,47119,5022621698,HTTP://SOUTHERNINDIANABOTANICALSOCIETY.ORG/,0,-85.88876,38.35216,PO BOX 311
SCI,NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA,NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA,1132 FILLMORE ST,IN,46407, , ,0,-87.35065,41.59129,1132 FILLMORE ST
HST,FOUNTAIN COUNTY WAR MEMORIAL MUSEUM,FOUNTAIN COUNTY WAR MEMORIAL MUSEUM INC,116 FIRST ST APT PO BOX 52,IN,47987, , ,0,-87.25211,40.11547,PO BOX 52
SCI,ARBORETUM,FRIENDS OF THE ARBORETUM INC,8460 S SINGHURST ST,IN,47802, , ,11958,-87.32384,39.3641,8460 S SINGHURST ST
BOT,TALTREE ARBORETUM & GARDENS,TALTREE ARBORETUM AND GARDENS FOUNDATION INC,71 N 500 W,IN,46385,2194620025, ,1344296,-87.16189,41.43901,71 N 500 W
CMU,KIDSCOMMONS - COLUMBUS' COMMUNITY CHILDREN'S MUSEUM,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,309 WASHINGTON ST,IN,47201,8123783046,HTTP://WWW.KIDSCOMMONS.ORG,437992,-85.92093,39.20162,309 WASHINGTON ST
HST,HENAGER'S MEMORIES & NOSTALGIA,HENAGER FAMILY MUSEUM HENAGERS MEMORIES & NOSTALGIA,8837 S STATE ROAD 57,IN,47613,8127952230,HTTP://WWW.HENAGERMUSEUM.COM/,0,-87.41006,38.22755,8837 S STATE ROAD 57
HST,DUBOIS COUNTY MUSEUM,DUBOIS COUNTY MUSEUM INC,2704 NEWTON ST,IN,47546,8126347733,HTTP://DUBOISCOUNTYMUSEUM.ORG,109182,-86.9378,38.413,2704 NEWTON ST
HST,SPRING MILL STATE PARK PIONEER VILLAGE,SPRING MILL STATE PARK PIONEER VILLAGE,PO BOX 376,IN,47446,8128493534, , ,-86.41579,38.72315,3333 STATE RD 60 EAST
HST,PERRY COUNTY MUSEUM,PERRY COUNTY MUSEUM INC,PO BOX 36,IN,47520,8125486781,HTTP://WWW.PERRYCOUNTYMUSEUM.ORG/,0,-86.77123,37.94484,125 S 7TH STREET
HST,HALEY TOWER HISTORICAL & TECHNICAL SOCIETY,HALEY TOWER HISTORICAL & TECHNICAL SOCIETY,PO BOX 10291,IN,47801,8122389958,HTTP://WWW.WVRRM.ORG/,0,-87.39602,39.48582,1316 PLUM STREET
ART,BEVERLY SHORES MUSEUM AND ART GALLERY,BEVERLY SHORES MUSEUM AND ART GALLERY INC,PO BOX 305,IN,46301,2198781517, ,0,-86.9736,41.67268,525 BROADWAY
CMU,GARY CHILDREN'S MUSEUM,THE GARY CHILDRENS MUSEUM INC,273 CLEVELAND ST,IN,46404, , , ,-87.36169,41.60651,273 CLEVELAND ST
HST,WABASH COUNTY HISTORICAL MUSEUM,WABASH COUNTY HISTORICAL MUSEUM INC,36 E MARKET ST,IN,46992, , ,150341,-85.78314,40.78869,PO BOX 441
BOT,HARTMAN ARBORETUM,HARTMAN ARBORETUM INC,5939 SPIRIT TRL,IN,47720,8129635418, , ,-87.6446,38.02636,5939 SPIRIT TRL
HST,PUTNAM COUNTY MUSEUM,PUTNAM COUNTY MUSEUM INC,1105 N JACKSON ST,IN,46135,7656538419,HTTP://WWW.DISCOVERPUTNAMCOUNTY.COM,80347,-86.86582,39.65307,1105 N JACKSON ST
HST,NATIONAL CENTER FOR GREAT LAKES NATIVE AMERICAN CULTURE,NATIONAL CENTER FOR GREAT LAKES NATIVE AMERICAN CULTURES IN,PO BOX 1063,IN,47371,7654263022, ,29528,-84.99733,40.43654,PO BOX 1063
BOT,TULIP CREEK NATURE CENTER,TULIP CREEK NATURE CENTER INC,9591 N 900 W,IN,46767, , ,0,-85.59636,41.49002,9591 N 900 W
ART,INDIANAPOLIS MUSEUM OF CONTEMPORARY ART,INDIANAPOLIS MUSEUM OF CONTEMPORARY ART INC,1043 VIRGINIA AVE STE 5,IN,46203, , ,198834,-86.1413,39.75335,1043 VIRGINIA AVE STE 5
ZAW,STAPP CIRCLE'S RANCH,STAPP CIRCLE S RANCH INC,4860 E STATE ROAD 46,IN,47240,8126636709,HTTP://WWW.STAPPSCIRCLESRANCH.COM,134259,-85.38625,39.31761,4860 E STATE ROAD 46
NAT,INDIANA UNIV/ART MUSEUM,INDIANA UNIVERSITY,ART MUSEUM,IN,47405,8128555445, , ,-86.52004,39.16855,1133 E 7TH ST
ART,RICHMOND ART MUSEUM,RICHMOND ART MUSEUM INC,350 HUB ETCHISON PKWY,IN,47374,3179660256, ,464672,-84.90278,39.82746,350 HUB ETCHISON PKWY
ZAW,EVANSVILLE ZOOLOGICAL SOCIETY,EVANSVILLE ZOOLOGICAL SOCIETY INC,1545 MESKER PARK DR,IN,47720, , ,419921,-87.60321,37.99215,1545 MESKER PARK DR
HST,HISTORIC CONNERSVILLE,HISTORIC CONNERSVILLE INC,PO BOX 197,IN,47331,7658279390, ,66100,-85.13977,39.6401,111 EAST 4TH STREET
ZAW,FORT WAYNE ZOOLOGICAL SOCIETY,FORT WAYNE ZOOLOGICAL SOCIETY INC,3411 SHERMAN BLVD,IN,46808,2604276800,HTTP://KIDSZOO.ORG/,9738644,-85.15322,41.10484,3411 SHERMAN BLVD
HST,GREENFIELD MUSEUM,GREENFIELD MUSEUM INITIATIVE INC,1202 E 38TH ST,IN,46205, , ,66805,-86.14024,39.82545,1202 E 38TH ST
ART,INDIANA HERITAGE QUILT SHOW,INDIANA HERITAGE QUILT SHOW INC,PO BOX 6751,IN,47407, ,HTTP://WWW.IHQS.ORG/,62190,-86.49533,39.17137,PO BOX 6751
HST,ANDY GRANATELLI MUSEUM AND HALL OF FAME,ANDY GRANATELLI MUSEUM AND HALL OF FAME INC,3295 CR 52,IN,46706, , ,0,-85.03928,41.33873,3295 COUNTY ROAD 52
HST,FREEDOM HERITAGE MUSEUM,FREEDOM HERITAGE MUSEUM INC,10340 SCHAEFFER RD,IN,47720, ,HTTP://FREEDOMHERITAGEMUSEUM.ORG/,0,-87.60279,38.07355,10340 SCHAEFFER RD
CMU,CHILDREN'S MUSEUM OF CEDAR LAKE,CHILDRENS MUSEUM OF CEDAR LAKE,9430 WEST 135TH PLACE,IN,46303,2193746157, , ,-87.44719,41.38042,9430 WEST 135TH PLACE
SCI,DISCOVERY EXPRESS HISTORY & SCIENCE MUSEUM,DISCOVERY EXPRESS HISTORY & SCIENCE MUSEUM INC,600 SOUTH CAVIN STREET,IN,46767, , , ,-85.58758,41.46098,600 SOUTH CAVIN STREET
HST,OSGOOD HISTORICAL MUSEUM,OSGOOD HISTORICAL MUSEUM INC,136 S BUCKEYE ST,IN,47037,8126891876, ,0,-85.29157,39.12991,136 S BUCKEYE ST
BOT,COPE ENVIRONMENTAL CENTER,COPE ENVIRONMENTAL CENTER INC,4910 SHOEMAKER ROAD,IN,47374,7658553188,HTTP://WWW.COPEENVIRONMENTAL.ORG,752105,-84.97325,39.80216,4910 SHOEMAKER ROAD
BOT,WESSELMAN NATURE SOCIETY,WESSELMAN PARK NATURE SOCIETY INC,551 N BOEKE RD,IN,47711,8124790771,HTTP://WWW.WESSELMANNATURESOCIETY.ORG,1018286,-87.52005,37.98359,551 N BOEKE RD
BOT,WOODLAWN NATURE CENTER,WOODLAWN NATURE CENTER,604 WOODLAWN AVE,IN,46514,5742640525, , ,-85.96979,41.70825,604 WOODLAWN AVE
ART,WATERLOO MUSEUM OF ART,WATERLOO MUSEUM OF ART,225 COMMERCIAL STREET,IA,50701,3192914491,HTTP://WATERLOOCENTERFORTHEARTS.ORG, ,-92.34213,42.49835,225 COMMERCIAL STREET
NAT,PUTNAM MUSEUM OF HISTORY AND NATURAL SCIENCE,PUTNAM MUSEUM AND SCIENCE CENTER,1717 W 12TH ST,IA,52804,5633241933, ,4773813,-90.6032,41.53097,1717 W 12TH ST
ART,IOWA CONTEMPORARY ART,IOWA CONTEMPORARY ART,58 N MAIN ST,IA,52556,6414696252,HTTP://WWW.ICON-ART.ORG,0,-91.96384,41.00741,58 N MAIN ST
BOT,FOREST PARK MUSEUM AND ARBORETUM,FOREST PARK MUSEUM AND ARBORETUM,1477 K AVENUE,IA,50220,5154653577, , ,-94.08691,41.82048,14581 K AVE
BOT,DUBUQUE ARBORETUM AND BOTANICAL GARDENS,DUBUQUE ARBORETUM AND BOTANICAL GARDENS,3800 ARBORETUM DRIVE,IA,52001,5635562100, , ,-90.72046,42.52887,3800 ARBORETUM DRIVE
ART,BLANDEN MEMORIAL ART MUSEUM,BLANDEN CHARITABLE FOUNDATION,920 3RD AVENUE SOUTH,IA,50501,5155732316, ,122710,-94.1851,42.50242,920 3RD AVE S
HST,JOHNNY CARSON BIRTHPLACE SOCIETY,JOHNNY CARSON BIRTHPLACE SOCIETY,701 DAVIS AVE,IA,50841,6413223212,HTTP://WWW.JOHNNYCARSONBIRTHPLACE.ORG/,5985,-94.73448,40.98911,701 DAVIS AVE
HST,AREA MUSEUM,AREA MUSEUM INC,11816 CHRISTENSEN LN,IA,52001, , ,0,-90.71699,42.56528,11816 CHRISTENSEN LN
SCI,CEDAR RAPIDS SCIENCE CENTER,CEDAR RAPIDS SCIENCE CENTER INC,4444 FIRST AVE NE,IA,52402,3193637836,HTTP://WWW.CRSCIENCECENTER.ORG,275960,-91.65823,42.03688,5824 COUNCIL ST NE
HST,MIDWEST LUMBER MUSEUM,MIDWEST LUMBER MUSEUM INC,1301 19TH AVE NW,IA,52732, ,HTTP://WWW.THESAWMILLMUSEUM.ORG,199846,-90.19062,41.86795,1301 19TH AVE NW
HST,BUFFALO BILL MUSEUM OF LE CLAIRE,BUFFALO BILL MUSEUM OF LE CLAIRE,199 NORTH FRONT STREET,IA,52753,5632895580,HTTP://WWW.BUFFALOBILLMUSEUMLECLAIRE.COM,112952,-90.36481,41.60892,PO BOX 284
BOT,INDIAN CREEK NATURE CENTER,INDIAN CREEK NATURE CENTER,6665 OTIS RD SE,IA,52403,3193620664,HTTP://WWW.INDIANCREEKNATURECENTER.ORG,1465784,-91.58003,41.96744,6665 OTIS RD SE
HST,GROUT MUSEUM DISTRICT: GROUT MUSEUM OF HISTORY AND SCIENCE,H W GROUT TRUST,503 SOUTH ST,IA,50701,3192346357,HTTPS://WWW.GROUTMUSEUMDISTRICT.ORG, ,-92.34445,42.49277,503 SOUTH ST
HST,LAURA INGALLS WILDER PARK & MUSEUM,LAURA INGALLS WILDER PARK & MUSEUM INC,3603 236TH AVE,IA,52101, ,HTTP://WWW.LAURAINGALLSWILDER.US,69381,-91.86862,43.4718,3603 236TH AVE
ART,WINTERSET ART CENTER,WINTERSET ART CENTER,224 S JOHN WAYNE DRIVE,IA,50272,5152103286,HTTP://WINTERSETARTCENTER.ORG,13013,-93.97066,41.36306,PO BOX 325
HST,CLARK MUSEUM OF OKOBOJI AREA ANDIOWA HISTORY,CLARK MUSEUM OF OKOBOJI AREA ANDIOWA HISTORY,PO BOX 545,IA,51351,7123382147, ,7000,-95.16482,43.3382,2151 213TH AVE
HST,RIVERSIDE HISTORY CENTER,RIVERSIDE HISTORY CENTER,361 E 1ST ST STE 3 PO BOX 372,IA,52327, , ,0,-91.54104,41.54821,PO BOX 372
BOT,CENTRAL GARDENS OF NORTH IOWA,CENTRAL GARDENS OF NORTH IOWA INC,PO BOX 735,IA,50428,6413570700,HTTP://WWW.CENTRAL-GARDENS.ORG,81697,-93.38463,43.1366,2ND AVE N
HST,INTERNATIONAL VIDEOGAME HALL OF FAME,INTERNATIONAL VIDEOGAME HALL OF FAME,PO BOX 1211,IA,52501, ,HTTP://WWW.IVGHOF.COM/INDEX.PHP,0,-92.42303,41.01717,PO BOX 1211
ZAW,FAIRVIEW ZOOLOGICAL FARM,FAIRVIEW ZOOLOGICAL FARM INC,1754 123RD AVE,IA,52653, , ,10000,-91.14985,41.08456,1754 123RD AVE
BOT,BRENTON ARBORETUM,BRENTON ARBORETUM INC,25141 260TH ST,IA,50063,5159924211,HTTP://WWW.THEBRENTONARBORETUM.ORG, ,-93.9445,41.69592,25141260TH ST
HST,ELMA DEPOT MUSEUM,ELMA DEPOT MUSEUM,409 SECOND STREET,IA,50628, , ,0,-92.4335,43.24745,409 2ND ST
HST,IOWA 80 TRUCKING MUSEUM,IOWA 80 TRUCKING MUSEUM,515 STERLING DR,IA,52773,5634685256, , ,-90.78142,41.62021,515 STERLING DR
HST,INTERNATIONAL WRESTLING INSTITUTE AND MUSEUM,INTERNATIONAL WRESTLING INSTITUTE AND MUSEUM INC,303 JEFFERSON ST 303 JEFFERSON S,IA,50701,6417911517,HTTP://NWHOF.ORG/, ,-92.36693,42.47419,303 JEFFERSON ST 303 JEFFERSON S
BOT,DES MOINES BOTANICAL CENTER,GREATER DES MOINES BOTANICAL GARDEN,909 ROBERT D RAY DR,IA,50309,5153236290,HTTP://WWW.DMBOTANICALGARDEN.COM/,3790894,-93.63019,41.58602,909 ROBERT D RAY DR
ART,CEDAR RAPIDS MUSEUM OF ART,CEDAR RAPIDS MUSEUM OF ART,410 3RD AVE SE,IA,52401,3193667503,HTTP://WWW.CRMA.ORG,1219752,-91.66464,41.97845,410 3RD AVE SE
SCI,IOWA ACADEMY OF SCIENCE,IOWA ACADEMY OF SCIENCE,BRC 50 UNIVERSITY OF NORTHERN IOWA,IA,50614,3192732021,HTTP://WWW.IACAD.ORG/,212714,-92.46132,42.51534,UNI - BRC 50
HST,PLYMOUTH COUNTY HISTORICAL MUSEUM,PLYMOUTH COUNTY HISTORICAL MUSEUM,335 1ST AVE SW,IA,51031,7125467002, , ,-96.1679,42.78858,335 1ST AVE SW
ART,LAKES ART CENTER,PEARSON LAKES ART CENTER,PO BOX 255,IA,51355,7123327013,HTTP://WWW.LAKESART.ORG,1050197,-95.12146,43.39011,PO BOX 255
BOT,BICKELHAUPT ARBORETUM,BICKELHAUPT ARBORETUM,340 S 14TH ST,IA,52732,5632424771,HTTP://WWW.BICK-ARB.ORG, ,-90.21875,41.84087,340 S 14TH ST
ZAW,SUNRISE CHILDREN'S ZOO,SUNRISE CHILDRENS ZOO INC,BOX 1102,IA,50704,3192344110, ,0,-92.37126,42.5094,250 ANSBOROUGH AVE
ART,KEOKUK ART CENTER,KEOKUK ART CENTER,300 MAIN ST,IA,52632,3195248354,HTTP://WWW.KEOKUKARTCENTER.ORG,0,-91.38096,40.39729,210 5TH STREET
ZAW,STORYBROOK HILL ZOO,DUBUQUE CHILDRENS ZOO BOOSTERS,PO BOX 703,IA,52004,5635882551,HTTP://WWW.STORYBOOKHILLZOO.COM/,0,-90.72554,42.46721,12201 N CASCADE RD
ART,DUBUQUE MUSEUM OF ART,DUBUQUE MUSEUM OF ART,701 LOCUST ST,IA,52001,5635571851,HTTP://DBQART.COM/,789609,-90.66832,42.50034,701 LOCUST ST
ZAW,EASTERN IOWA AQUARIUM ASSOCIATION,EASTERN IOWA AQUARIUM ASSOCIATION,PO BOX 2327,IA,52406, ,HTTP://WWW.FINFLAP.COM/,0,-91.76898,42.08057,10260 MORRIS HILLS ROAD
HST,WALLACE HOUSE MUSEUM AND VICE PRESIDENTIAL LIBRARY,WALLACE HOUSE FOUNDATION-A MUSEUM AND VICE PRESIDENTIAL LIB,756 16TH ST,IA,50314,8665008980,HTTP://INRC.LAW.UIOWA.EDU/,595168,-93.63901,41.59106,756 16TH ST
NAT,BATTLE HILL MUSEUM OF NATURAL HISTORY,BATTLE HILL MUSEUM OF NATURAL HISTORY,HWY 175 E,IA,51006, , , ,-95.60982,42.31812,HWY 175 E
HST,ARMSTRONG HERITAGE MUSEUM,ARMSTRONG HERITAGE MUSEUM,401 C AVE PO BOX 49,IA,50514, ,http://www.armstrongiowa.net/heritagemuseum.php,0,-94.47436,43.40272,PO BOX 49
HST,MID AMERICA TRANSPORTATION & AVIATION MUSEUM,MID AMERICA TRANSPORTATION & AVIATION MUSEUM,PO BOX 3525,IA,51102,7122525300,HTTP://WWW.MIDAMERICAAIRMUSEUM.ORG/,104751,-96.37762,42.41643,2600 EXPEDITION COURT
ART,DES MOINES ART CENTER,DES MOINES ART CENTER,4700 GRAND AVE,IA,50312,5152774405,HTTP://WWW.DESMOINESARTCENTER.ORG, ,-93.68162,41.5809,4700 GRAND AVE
HST,HUBBELL CENTER,HUBBELL CENTER,500 SW 7TH SUITE 307,IA,50309,5152433586,HTTP://HUBBELL.ORG/,0,-93.62395,41.57751,500 SW 7TH ST STE 307
BOT,NEWTON ARBORETUM & BOTANICAL GARDENS,PROJECT AWAKE INC,3000 N 4TH AVE E,IA,50208,6417913021, ,127732,-93.04855,41.69974,PO BOX 321
BOT,CEDAR VALLEY ARBORETUM & BOTANIC GARDENS,CEDAR VALLEY ARBORETUM & BOTANIC GARDENS,PO BOX 1833,IA,50704,3192264966,HTTP://WWW.CEDARVALLEYARBORETUM.ORG,206593,-92.31898,42.42861,1927 EAST ORANGE ROAD
BOT,MUSCATINE ARBORETUM,MUSCATINE ARBORETUM ASSOCIATION,2368 HWY 22,IA,52761,5632640273, ,0,-91.05265,41.41852,606 W 3RD ST
BOT,HEERY WOODS NATURE CENTER,FRIENDS OF HEERY WOODS NATURE CENTER,28727 TIMBER ROAD,IA,50619, , ,0,-92.67952,42.76688,28727 TIMBER ROAD
CMU,FELIX ADLER CHILDREN'S DISCOVERY CENTER,IOWA CHILDRENS MUSEUM,1451 CORAL RIDGE AVE,IA,52241,3196256255,HTTP://WWW.ICM.ORG,1294456,-91.60832,41.69101,1451 CORAL RIDGE AVE
HST,IOWA MILITARY AVIATION MUSEUM,IOWA MILITARY AVIATION MUSEUM,3704 CONVENIENCE BLVD,IA,50021, , ,0,-93.58661,41.72987,3704 CONVENIENCE BLVD
HST,GIRLS OF 68 JUNIOR PIONEERS,GIRLS OF 68 JUNIOR PIONEERS,1121 S HELEN ST,IA,51104, , ,0,-96.41923,42.53038,403 W 35TH ST
HST,ANCAM ANTIQUE AIRFIELD MUSEUM,ANCAM ANTIQUE AIRFIELD MUSEUM,12126 NEPENTHE DR,IA,52655,3197531120, , ,-91.2142,40.85256,12128 NEPENTHE DRIVE
HST,HARDIN COUNTY FARM MUSEUM,HARDIN COUNTY FARM MUSEUM,501 OAK AVE,IA,50627,6419397107,HTTP://ELDORAIOWA.COM/,0,-93.10063,42.35718,PO BOX 41
HST,ANAMOSA PENITENTIARY MUSEUM,ANAMOSA STATE PENITENTIARY ASSN,PO BOX 144,IA,52205,3194622386,HTTP://WWW.ASPHISTORY.COM,0,-91.29159,42.10637,PO BOX 144
HST,GEORGE MAIER RURAL HERITAGE CENTER OF CLAYTON COUNTY,GEORGE MAIER RURAL HERITAGE CENTER OF CLAYTON COUNTY INC,27025 KENNEDY RD,IA,52043, , ,0,-91.26544,42.79885,27025 KENNEDY RD
HST,EUROPEAN RURAL HERITAGE INSTITUTE,EUROPEAN RURAL HERITAGE INSTITUTE,2641 HARDING RD,IA,52135,5634198534, ,31249,-91.65523,43.00848,2641 HARDING RD
HST,HANCOCK COUNTY AGRICULTURAL MUSEUM AND PIONEER VILLAGE,HANCOCK COUNTY AGRICULTURAL MUSEUM AND PIONEER VILLAGE,2090 JAMES AVENUE,IA,50423, , ,0,-93.8026,43.06613,2090 JAMES AVE
ZAW,OLESON PARK ZOO,FRIENDS OF OLESON PARK ZOO,PO BOX 33,IA,50501, , ,0,-94.17891,42.50594,1400 CHESTER PARK AVE
ART,CHARLES H. MACNIDER ART MUSEUM,CHARLES H. MACNIDER ART MUSEUM,303 2ND ST SE,IA,50401,6414213666,HTTP://MACNIDERART.ORG/, ,-93.19593,43.1499,303 2ND ST SE
HST,HUMBOLDT COUNTY MUSEUM,HUMBOLDT COUNTY HISTORICAL ASSOCIATION,PO BOX 162,IA,50548,5153325280,HTTP://WWW.HUMBOLDTIOWAHISTORY.ORG/,154737,-94.2222,42.71902,PO BOX 162
BOT,IOWA ARBORETUM,IOWA ARBORETUM INC,1875 PEACH AVE,IA,50156,5157953216,HTTP://IOWAARBORETUM.ORG/,428544,-93.8612,41.95041,1875 PEACH AVE
ART,RIVER MUSIC EXPERIENCE,RIVER MUSIC EXPERIENCE,129 N MAIN ST,IA,52801,5633261333,HTTP://RIVERMUSICEXPERIENCE.ORG/,1573643,-90.57551,41.52006,129 N MAIN ST
